id,domain,taskId,topic,question,answerA,answerB,answerC,answerD,correctAnswer,answerIndex,rationale,difficulty,source,chapter,sourceItemId,status,coachBob,release,questionType,cognitiveLevel,studyRedirect,sourceUrl,integrationRelease,integrationDecision,appAction,contentHash,userApprovedForStaging,approvalRelease,priorStatus,reviewNotes
RPSGT-B4-R001,4,4A,PAP purpose,What is the main therapeutic goal of positive airway pressure during an attended OSA titration?,"To eliminate or reduce obstructive respiratory events, RERAs, and snoring while maintaining sleep and acceptable leak.",To diagnose narcolepsy during REM sleep.,To replace physician interpretation of the PSG.,To score all central apneas as obstructive events.,A,0,"PAP titration is intended to determine effective pressure for sleep-related airway obstruction while monitoring sleep, respiratory events, oxygenation, and comfort.",Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R001,Live,"Pressure is a tool, not the whole job. The target is controlled breathing with a usable night of sleep.",v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,"Review PAP goals, obstructive events, leak, and titration quality criteria.",https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,4f3c42a634f7c2d5,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R002,4,4A,CPAP definition,Which statement best describes CPAP?,CPAP delivers separate inspiratory and expiratory pressures.,CPAP delivers one continuous positive airway pressure during inspiration and expiration.,CPAP is only used to treat central apnea.,CPAP changes pressure breath-by-breath to stabilize ventilation.,B,1,CPAP uses a single pressure setting. BPAP separates inspiratory and expiratory pressures; servoventilation adjusts dynamically.,Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R002,Live,"Know the mode before you touch the knob, champ.",v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,"Review CPAP, BPAP, and servoventilation definitions.",https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,24aa3c9ae0a3e609,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R003,4,4A,BPAP definition,Which statement best describes BPAP?,BPAP always uses one fixed pressure.,BPAP cannot provide ventilatory support.,BPAP allows separate adjustment of inspiratory pressure and expiratory pressure.,BPAP is the same as a nasal cannula.,C,2,"BPAP uses IPAP and EPAP, allowing pressure support and separate control of inspiratory and expiratory pressures.",Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R003,Live,IPAP and EPAP are two levers. Learn what each one does.,v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,"Review IPAP, EPAP, pressure support, and BPAP setup.",https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,b91872682e58abec,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R004,4,4A,EPAP function,"In BPAP titration, EPAP primarily helps address which problem?",Low EEG amplitude during N1 sleep.,Leg movements unrelated to breathing.,Eye movements during REM sleep.,"Upper-airway obstruction, especially obstructive apneas.",D,3,EPAP splints the airway during expiration and is adjusted with IPAP for obstructive apneas in BPAP titration.,Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R004,Live,EPAP keeps the gate open. IPAP adds the lift.,v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,Review BPAP obstructive apnea troubleshooting.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,af82bff6118c2338,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R005,4,4A,IPAP function,"In BPAP titration, IPAP is most directly adjusted to improve which issue?","Hypopneas, RERAs, snoring, and ventilation-related support when appropriate.",Electrode impedance.,Body-position sensor calibration.,Snore microphone placement only.,A,0,"IPAP increases inspiratory pressure and pressure support; titration guidelines increase IPAP for hypopneas, RERAs, and snoring when obstructive apnea control is already addressed.",Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R005,Live,"When the airway still needs help during inspiration, IPAP is the lever to think about.",v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,Review IPAP indications during BPAP titration.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,80521adc75e1e916,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R006,4,4A,PAP mode comparison,Which PAP mode uses a breath-by-breath servocontroller to adjust pressure support?,Fixed CPAP.,Servoventilation.,Standard oxygen therapy.,Actigraphy.,B,1,Servoventilation devices use a servo-controlled algorithm to adjust support on a breath-by-breath basis; it is not the same as fixed CPAP.,Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R006,Live,That is the smart-valve mode. Do not mix it up with plain CPAP.,v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,Review advanced PAP mode terminology.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,c5f48086953b291d,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R007,1,1B,PAP education,"Before a PAP titration, what preparation best supports patient tolerance?",Waiting until the patient falls asleep before showing the mask.,Skipping mask choice to save time.,"PAP education, mask fitting, hands-on demonstration, and acclimation.",Explaining only the billing portion of the test.,C,2,Education and hands-on acclimation reduce anxiety and improve the chance of a usable titration.,Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R007,Live,A calm patient titrates better than a surprised patient.,v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,Review PAP acclimation and patient education steps.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,4421f1e6792b6356,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R008,1,1C,PAP support,A patient feels claustrophobic during mask fitting. What is the best technologist response?,Tell the patient the study must be canceled immediately.,Increase pressure to force adaptation.,Ignore the complaint because leak is acceptable.,"Use calm coaching, refit as needed, consider interface options within protocol, and document tolerance concerns.",D,3,Patient comfort affects titration success. The technologist should troubleshoot interface tolerance while staying within protocol.,Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R008,Live,Comfort is not extra. Comfort is part of getting a valid study.,v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,"Review patient support, PAP tolerance, and interface troubleshooting.",https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,cc1d5642a05151ce,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R009,4,4A,PAP contraindication awareness,Why should the technologist review the order and patient history before selecting or changing PAP mode?,"Mode changes must follow the order, protocol, clinical history, and physician direction.",The technologist independently diagnoses and prescribes mode changes.,The order is only needed after the report is finished.,Patient history has no relationship to PAP safety.,A,0,"PAP decisions must be grounded in the order, physician direction, lab policy, and safety considerations.",Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R009,Live,"Good exam reasoning follows the order, physician direction, and lab protocol.",v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,"Review scope, orders, and PAP mode-change rules.",https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,8dd0c7dfcfd31073,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R010,3,3C,PAP reporting,Which documentation best supports physician review after a titration?,Only the final pressure setting.,"Pressure/mode changes, rationale for changes, leak, sleep stage, body position, SpO2, respiratory rate, heart rate, and patient behavior.",Only the first mask tried.,Only the lights-out and lights-on times.,B,1,"The interpretation depends on knowing what changed, why it changed, and what the patient was doing at the time.",Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R010,Live,A final number without the story is a weak report.,v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,Review titration documentation and reporting elements.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a554cdb1b8921cab,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R011,2,2A,PAP airflow signal,"During PAP titration, which airflow signal is recommended for scoring respiratory flow while the mask is in use?",An oral-nasal thermal sensor placed under the mask.,A body-position channel.,The airflow signal generated by the PAP device.,The chin EMG channel.,C,2,The PAP device flow signal is recommended during titration; placing a thermal sensor under the interface is not recommended.,Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R011,Live,Use the signal that actually sees the flow through the PAP system.,v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,Review PAP titration sensors and airflow channel selection.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a4a7b1806a0e8e5a,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B4-R012,2,2A,Effort sensors,Which sensor type is commonly recommended for respiratory effort during PAP titration?,Leg EMG electrodes only.,Pulse oximeter averaging time only.,Snore microphone only.,Respiratory inductance plethysmography belts.,D,3,Effort is assessed using respiratory effort sensors such as calibrated or uncalibrated RIP belts.,Exam,BRPT blueprint + AASM scoring manual + AAST PAP titration guideline,,RPSGT-B4-R012,Live,Airflow tells one part. Effort tells whether the patient is trying.,v8.7.17 Batch 4,Respiratory/PAP/Titration Heavy,Recall/Application,Review airflow vs respiratory effort channels.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1; https://aastweb.org/wp-content/uploads/2025/03/AAST-Titration-Technical-Guideline-2021-RB-7-30-21.pdf,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,9f3108c9d35ef865,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
